sno,hid,hname,state,city,address,zipcode,statecode
0773,HMH0773,Apulki Vairagade Multispeciality Hospital,Maharashtra,Nagpur,"Manewada Cement Road,Plot # 151,Opp To Navdurga Mandir",440024,MH
0774,HMH0774,Argade Hospital & Maternity Home,Maharashtra,Pune,"Pune-Nashik Highway,Ambethan Chawk,Chakan Talkhed",410501,MH
0775,HMH0775,Arihant Heart Clinic,Maharashtra,Mumbai,"103, Lancelot, Next To Dattani Nagar, S V Road Borivali(West)S.V.Road, Borivili (W),",400092,MH
0776,HMH0776,Arneja Institute Of Cardialogy Pvt Ltd,Maharashtra,Nagpur,"123, Ramdaspeth Behind Somalwar School",440010,MH
0777,HMH0777,Arogyam Superspeciality Hospital,Maharashtra,Nagpur,"#34, Sita Nagar Wardha Road Opp Green Wally Lawns",440025,MH
0778,HMH0778,Arogyaseva Medical Academy Of India,Maharashtra,Pune,"32/2A,Erandwanabehind Mehendale Garage",411004,MH
0779,HMH0779,Arpan General Hospital,Maharashtra,Mumbai,"Arpan Shopping Arcade, 1St Floor, C.S.T. Road, Kurla West.",400070,MH
0780,HMH0780,Asha Hospital,Maharashtra,Mumbai,"# 1, Akurli Cross Road, Kandivli East,Premaskram Manidr Lane,",400101,MH
0781,HMH0781,Asha Hospital,Maharashtra,Nagpur,"#7,Near Lekhanagar,Cantonment,Kamptee",441001,MH
0782,HMH0782,Asha Hospital& Iccu,Maharashtra,Mumbai,"Plot # 134,Sect 4, Aniatic Society, Airoli,Navi Mumbai-400708",400708,MH
0783,HMH0783,Asha Maternity & Childrens Hospital,Maharashtra,Jalgaon,"Ganesh Raod, Chalishoon Dist,",424101,MH
0784,HMH0784,Asha Maternity & General Hospital,Maharashtra,Mumbai,"Pooja Building, Pushpa Park, Daftary Road, Malad East.",400097,MH
0785,HMH0785,Asha Orthopaedic Hospital,Maharashtra,Mumbai,"Bashi Kalingar,#2,Geetha Bhavan Lane Off,Navghar Road,Bhayander East,Thane",401105,MH
0786,HMH0786,Asha Polyclinic & Shetal Nursing Home,Maharashtra,Mumbai,"145, 60 Feet Road,Opp.Uti Bank,Ghatkopar(E)-400077Chatkopur (E), Mumbai - 400077",400077,MH
0787,HMH0787,Ashirwad Children & Surgical Hospital,Maharashtra,Mumbai,"No.301-306,Ruby Monarch Bldg,Sakivihar Road,Sakinaka,Opp.Post Office,",400072,MH
0788,HMH0788,Ashirwad Hospital,Maharashtra,Mumbai,"#117,Kaap Kaneri,Thane,Opp Gopal Nagar Near Kalyan Naka",421302,MH
0789,HMH0789,Ashirwad Hospital,Maharashtra,Mumbai,"Maratha Section,Near Jijamatha Udyan,Ulhasnagar,Thane",421004,MH
0790,HMH0790,Ashirwad Hospital,Maharashtra,Pune,"2Nd Floor,Punit Yash Arcade,Near Kothurd Bus Stand,Karve Road",411038,MH
0791,HMH0791,Ashirwad Hospital & Poly Clinic,Maharashtra,Mumbai,"#101, 103, Anurag Busines Centre, W.T.Patil Marg, Ghtla Villate, Chemburw.T. Patil Marg,Ghatla Village",400071,MH
0792,HMH0792,Ashirwad Maternity & General Hosptial,Maharashtra,Thane,"17,18 Samir Apt,Jesal Park,Bhayandar East,Thane",401105,MH
0793,HMH0793,Ashirwad Maternity & Nursing Home,Maharashtra,Mumbai,"A/5,Harsh Appartment,Anand Nagar,Dhisar East",400068,MH
0794,HMH0794,Ashirwad Nursing Home,Maharashtra,Nalasopara,"'C'Wing, Seema Complex, Tulinj Road,Nalasopara(E),Thane,",401205,MH
0795,HMH0795,Ashirwad Orthopaedic And Surgical Nursing Home,Maharashtra,Mumbai,"Jambli Galli, Opp. Jain Temple, Borivali(W)",400092,MH
0796,HMH0796,Ashtavinayak Maternity Eye & Sugical Nursing Home,Maharashtra,Mumbai,"Mtnl Marg College Lane, Ramgiri Heights, 104 First Floor.",400028,MH
0797,HMH0797,Ashtvinayak Hospital,Maharashtra,Raigad,"Khanda Colony,New Panvel West.",410206,MH
0798,HMH0798,Ashvini Maternity & Gynecological Hospital,Maharashtra,Raigad,"Plot #59/1,Old Thanaka Road,Panvel",410206,MH
0799,HMH0799,Ashwini Accident Multispeciality Hospital,Maharashtra,Nashik,"Govind Nagar,Chowk #5,Behind Hotel Prakash,",422001,MH
0800,HMH0800,Ashwini Hospital,Maharashtra,Pune,"Dattahasta 20/156,Bijali Nagar,Chinchwad",411033,MH
0801,HMH0801,Ashwini Kidney & Dialysis Centre,Maharashtra,Nagpur,"301 & Central Bazar Road, Ramdaspeth, Neet Gaurav Complex, Nagpur, Maharashtra",440010,MH
0802,HMH0802,Ashwini Maternity & Surgical Hospital,Maharashtra,Mumbai,"Ambika Darshan, M G Road, Above Bharti Jewellers, Rajawadi, Ghatkopar East, Mumbai - 400075 ,M.G.Road, Ghatkopar",400075,MH
0803,HMH0803,Ashwini Multispeciality Hospital,Maharashtra,Mumbai,"Vadvau Section, Ambernath,Thane",421501,MH
0804,HMH0804,Ashwini Nursing And Maternity Home,Maharashtra,Mumbai,"Mohan Niwas Keluskar Rdnear Meenatai Thakare Statue Shivaji Parkkeluskar Road, Dadar (W)",400028,MH
0805,HMH0805,Ashwini Nursing Home,Maharashtra,Pune,"S.No#51,Plot#16,Dhanori Road,Maharanapratap Chawk,Vishrantwadi",411015,MH
0806,HMH0806,Ashwini Sahakari Rugnalaya & Research Centre,Maharashtra,Sholapur,"North Sadar Bazar, Near Bhagatsingh Marketnear Bhagatsingh Market,",413003,MH
0807,HMH0807,Asian Eye Institute & Laser Centre,Maharashtra,Mumbai,"# 101A, Satya Narayan Apartment,Off M.G.Road, Borivali(E), Mumbai-400066",400066,MH
0808,HMH0808,Asian Institute Of Medical Science,Maharashtra,Thane,"Plot No.P-72,Milap Nagar,Midc,Dombivli,Thane,",421203,MH
0809,HMH0809,Aster Aadhar Hospital (Prerana Hospital Ltd),Maharashtra,Kolhapur,"R.S. No.628, 'B' Ward, Shastri Nagar, Near Kmt Workshop, Kolhapur, Maharashtra-416012Mangalwar Peth",416012,MH
0810,HMH0810,Athare Patil Memorial Hosp And Research Center Pvt Ltd,Maharashtra,Ahmednagar,"185,Savedi Road,Ahmednagar-414001Maharashtra",414001,MH
0811,HMH0811,Atole Accident Hospital,Maharashtra,Baramati,"Avdhoot Plaza,Bhigwan Road,",413102,MH
0812,HMH0812,Attharva Accident Hospital,Maharashtra,Pune,"Plot # 17,Vadgaon Road,Near Bank Of Maharashtra,Talegaon Dabhade",410507,MH
0813,HMH0813,Atul Hospital,Maharashtra,Mumbai,"26-A,Bharat Nagar, Grant Roadbharat Nagar",400008,MH
0814,HMH0814,Atul Lok Hospital,Maharashtra,Mumbai,"#139/2447,Tagore Nagar,Group-7,Vikhroli East",400083,MH
0815,HMH0815,Avadhoot Hospital & Iccu,Maharashtra,Mumbai,"Plot # 29,Sector-19,Thane",400708,MH
0816,HMH0816,Avanti Institute Of Cardiology Pvt. Ltd.,Maharashtra,Nagpur,"# 5, Abhyankar Road,Dhontolidhantoli, Nagpur-440012",440012,MH
0817,HMH0817,Badade Hospital,Maharashtra,Pune,"Agarwal Chambers,Mumbai Pune Highway",411044,MH
0818,HMH0818,Bagade Hospital For Women & Maternity Home,Maharashtra,Pune,"B.No. 7B F. No.3+4, Agarsen Nagar Dapodi, Pune-Mumbai Road, Opp .Atlas Copco Co Dapodi",411012,MH
0819,HMH0819,Bakhtar Hospital,Maharashtra,Amravati,"Raja Peth, Amravati-444601.",444601,MH
0820,HMH0820,Balaji Accident Hospital,Maharashtra,Malegaon,Malegaon Camp,423105,MH
0821,HMH0821,Balaji Healthcare (Rajpal Hospital),Maharashtra,Mumbai,"Plot #.13, Sector 10, Kopar-Khairane",400709,MH
0822,HMH0822,Balaji Hospital,Maharashtra,Mumbai,"Victoria Road, Cross Lane 3.",400027,MH
0823,HMH0823,Balaji Hospital,Maharashtra,Pune,"Bye Pass Chowk,Nagar Road",411014,MH
0824,HMH0824,Balaji Hospital,Maharashtra,Thane,"Golden Nest Phas 5 Mira Road,Bhayandar Thane.",401105,MH
0825,HMH0825,Balaji Maternity & Nursing Home,Maharashtra,Thane,"A 7/28,Hiramoti Complexshivaji Nagar, Wagle Estate",400604,MH
0826,HMH0826,Balaji Speciality Hospital,Maharashtra,Mumbai,"1St Floor, Jalaram Commercial Centre,Sakivihar Road,Sakinaka,",400072,MH
0827,HMH0827,Baldwa Hospital,Maharashtra,Mumbai,"Sumer Nagar, S.V. Road, Borivali West",400092,MH
0828,HMH0828,Baradkar Hospital & Maternity Home,Maharashtra,Mumbai,"14,A-3,Meera Queen,Opp Laxmi Cars,W.E.Highway,Kashimira,Thane",401107,MH
0829,HMH0829,Bardia Hospital,Maharashtra,Amravati,"Paratwada, Amravati,Opp. S.T. Stand.",444805,MH
0830,HMH0830,Bay View Clinic,Maharashtra,Mumbai,"3/3A, M. Parmanand Road,Mumbai-400004,",400004,MH
0831,HMH0831,Belle Vue Nursing Home,Maharashtra,Mumbai,"Sejal, 1St Floor, New Link Road Off Veera Desai Road Andheriroad, Versova, Andheri(W)",400058,MH
0832,HMH0832,Belokar Hospital,Maharashtra,Amravati,Vijay Colony Rukhmini Nagar,444606,MH
0833,HMH0833,Bembde Hospital,Maharashtra,Aurangabad,"14, Beed By Pass Road, Near Shahanoorwadi Rly Crossing, Satara Parisar, Aurangabad, Maharashtra",431005,MH
0834,HMH0834,Bendre Hospital And Maternity Home,Maharashtra,Ahmednagar,"7375,Deshmukhwadi,Sarjapura",414001,MH
0835,HMH0835,Benzer Nursing Home,Maharashtra,Mumbai,"2Nd Cross Road,Lokhandwala Complex,Andheri West",400053,MH
0836,HMH0836,Bethany Hospital,Maharashtra,Mumbai,"Next To Glaxo,Opp. Ma Niketan,",400610,MH
0837,HMH0837,Better Sight & Research Centre,Maharashtra,Mumbai,"Sector 7,B/29-004,Shantivagar,Mira Road East,Thane",401107,MH
0838,HMH0838,Bhagat Nursing Home,Maharashtra,Mumbai,Ganesh Nivas 2Nd Floorpai Nagar,400092,MH
0839,HMH0839,Bhagawati Netralaya,Maharashtra,Pune,Manik Chowk Chakan Tal Khed,410501,MH
0840,HMH0840,Bhagwati Healthcare Pvt Ltd,Maharashtra,Ulhasnagar,"Plot # 2, Rameshwadi, Kulgaon Badlapur Road, Badlapur West",421503,MH
0841,HMH0841,Bhagyojaya Hospital,Maharashtra,Baramati,Indapur Road,413102,MH
0842,HMH0842,Bhakti Hospital,Maharashtra,Pune,"Pune Nagar Road,Sanaswadi Chowk",412208,MH
0843,HMH0843,Bhaktivedanta Hospital,Maharashtra,Mumbai,"Sector-1, Srishti Complex, Mirthane",401107,MH
0844,HMH0844,Bhalerao Ent Hospital,Maharashtra,Pune,"Ganaraj Complex,2Nd Floor,# 3,Near Mahaslkant Chowk,Akurdi",411035,MH
0845,HMH0845,Bhandari Maternity & Nursing Home,Maharashtra,Pune,"5,Dhanlaxmi Society,Sinhagad Road",411051,MH
0846,HMH0846,Bharatiya Arogya Nidhi Sheth Kantilal C. Parikh General Hospital,Maharashtra,Mumbai,"N.S.Road.No.13, Jupds, Mumbai, Maharashtra",400049,MH
0847,HMH0847,Bhargava Nursing Home,Maharashtra,Mumbai,"Gopal Bhuvan, Tagore Road, Santacruz(W), Mumbai",400054,MH
0848,HMH0848,Bhartiya Maternity & Nursing Home,Maharashtra,Aurangabad,"3-12-65,Raja Bazar Jinsi Road",431001,MH
0849,HMH0849,Bhartiya Maternity & Nursing Home Pvt Ltd,Maharashtra,Aurangabad,"#27,Manjeet Nagar,Opp Akashwani Chowk Jalna Road",431001,MH
0850,HMH0850,Bhatia General Hospital,Maharashtra,Mumbai,"Tukaram Javji Road, Tardeo, Mumbai, Maharashtra",400007,MH
0851,HMH0851,Bhatiya Hospital,Maharashtra,Jalgaon,"'Dwarka'Deshpande Lane,Main Road,Chopda",425107,MH
0852,HMH0852,Bhatti Eye Clinic,Maharashtra,Mumbai,"# 22, Amar Mansion,Sion Trombay Road, Mumbai.",400088,MH
0853,HMH0853,Bhide Hospital,Maharashtra,Pune,"# 18, Laxmi Park, Navi Pethnavi Peth, Pune-411030.",411030,MH
0854,HMH0854,Bindu Nursing Home,Maharashtra,Pune,"Sudarshan Nager,Chinchwad",411033,MH
0855,HMH0855,Birajdar Hospital,Maharashtra,Solapur,"Ninali Vasti Road, Solapur,Maharashtra-413001",413001,MH
0856,HMH0856,Birmole Hospital,Maharashtra,Raigad,"No.118/1,Cuf Road,Cuf Nagar,Panvel,Opp Royal Cosmo Club",410206,MH
0857,HMH0857,Bobade Accident Hospital,Maharashtra,Baramati,"Bobade Accident Hospital, Baramati",413102,MH
0858,HMH0858,Bombay Hospital And Research Centre,Maharashtra,Mumbai,"#12,New Marine Lines,Mumbai",400020,MH
0859,HMH0859,Bora Ent Hospital,Maharashtra,Pune,"#2/4,Neeta Park Air Port Road,Yerwada",411006,MH
0860,HMH0860,Bora Hospital,Maharashtra,Pune,"#589, Ganesh Peth,Dhor Galli",411002,MH
0861,HMH0861,Breach Candy Hospital,Maharashtra,Mumbai,60-A Bhulabhai Desai Road,400026,MH
0862,HMH0862,Brijmohan Taori Memorial Hospital,Maharashtra,Nagpur,"Mo-1, Silver Palace, Dhantoli,Nagpur-440012",440012,MH
0863,HMH0863,Bses Mg Hospital,Maharashtra,Mumbai,"Sv Road, Andheri (W), Opp Andheri Rly Stn, Maharashtra",400058,MH
0864,HMH0864,Burute Hospital,Maharashtra,Bhosari,"Near Rupee Co-Op Bank,Opp Pune-Nashik Highway",411039,MH
0865,HMH0865,Burute Hospital,Maharashtra,Pune,"B,2-3,Laxmi Classic Poona Alandi Road, Mohanwadi Near Vishrantwadi,Yerwada",411006,MH
0866,HMH0866,Cardinal Gracious Memorial Hospital Trust,Maharashtra,Mumbai,"Sandor, Bangli Naka, Vasai West, Thane - 401201",401202,MH
0867,HMH0867,Central Avenue Critical Care Hospital & Iccu,Maharashtra,Nagpur,"Mahalaxmi Complex, Central Avenue Roaddarodkar Square, Central Avenu",440002,MH
0868,HMH0868,Chaitanya Hospital,Maharashtra,Pune,"Bhagirathi Nagar, Warje Malwadi.",411052,MH
0869,HMH0869,Chaitanya Hospital,Maharashtra,Pune,"Near Chinchwadgaon Police Chowky,Chapekar Chowk,Chinchwad,",411033,MH
0870,HMH0870,Chaitanya Hospital,Maharashtra,Pune,"A/P-Koregaon Bhima, Tal. Shirur, (Pune), Maharashtra",412216,MH
0871,HMH0871,Chaitanya Nursing Home,Maharashtra,Thane,"Poona Link Road, Kalyan East, Thane",421306,MH
0872,HMH0872,Chakrabarthy Medical Centre,Maharashtra,Ahmednagar,"Opp: Gurudwara Nagar, Near Aurangabad Road,Ahmednagar-414001",414001,MH
0873,HMH0873,Chandak Nursing Home,Maharashtra,Nagpur,"Supermarket Sita Building,Nagpur-440012.",440012,MH
0874,HMH0874,Chandralok Hospital,Maharashtra,Pune,"Chaitraban Apt.,Chandrika Society,Bibawewadi Road",411037,MH
0875,HMH0875,Chaphekar Iccu & Diabetes Hospital,Maharashtra,Mumbai,"Ashok Nagar, Ambadi Road(Opp) Bhaji Market, Vasai Road",401202,MH
0876,HMH0876,Charak Clinic Nursing Home,Maharashtra,Mumbai,"Laud Mansion,4Th Floor, 21,M Karvi Roadm.Karve Road,Opp.Charni Road",400004,MH
0877,HMH0877,Chhabda Hospital,Maharashtra,Aurangabad,"Plot No 5-6-19, New Osmanpura, Opp Sant Eknath Rang Mandir",431005,MH
0878,HMH0878,Chinmay Nursing Home,Maharashtra,Mumbai,"#103/104,Odyssey-A,Bhakti Park,Wadala East",400037,MH
0879,HMH0879,Chintamani Hospital,Maharashtra,Pune,"Plot # 53,Jedhe Nagar,Bibwewadi",411037,MH
0880,HMH0880,Chiranjeev Hospital,Maharashtra,Ratnagiri,"Anand Karad Road, Markand,Chiplun, Ratnagiri-415605.",415605,MH
0881,HMH0881,Chiranjeevi Hospital,Maharashtra,Mumbai,"101&102,Padmaraj Bldg,Dr.Rajendra Prasad Road,Shivmandir Cross Road,Ramnagar,Dombivali East,Thane",421201,MH
0882,HMH0882,Chirayu Superspeciality Hospital,Maharashtra,Mumbai,"Ground Floor,Vimal Deep Building,Sarvoday Paraside Complax Behind Balaji Hos Mira Bhy Road,Bhayandar East,Thane",401105,MH
0883,HMH0883,Chobe Maternity & Nursing Home,Maharashtra,Aurangabad,"Opp Chetna Nagar,Marathwada",431005,MH
0884,HMH0884,Chopda Medicare & Research Centre Pvt.Ltd,Maharashtra,Nashik,"Patil Lane - 1,Nashik, Maharashtra",422005,MH
0885,HMH0885,Chopda Medicare & Research Centre Pvt Ltd,Maharashtra,Nashik,Patil Lane No 1 Canada Corner Nashik 422005,422005,MH
0886,HMH0886,Ciigma Institute & Medical Sciences Pvt Ltd,Maharashtra,Aurangabad,"#8,Raghuveer Nagar,Jalna Road,Opp Sfs High School",431005,MH
0887,HMH0887,City Hospital,Maharashtra,Kolhapur,"1708 E, 8Th Lane, Rajarampuri",416008,MH
0888,HMH0888,City Hospital,Maharashtra,Solapur,"Old Employment Chowk,'B'Wing City Pride Building Vip Road",413001,MH
0889,HMH0889,Citycare Hospital & Research Centre Pvt Ltd,Maharashtra,Nashik,"Near Nasardi Bridge,Nasik Poona Road,Dwarka",422001,MH
0890,HMH0890,Clear Vision Eye Centre,Maharashtra,Mumbai,"1-A, Ashoka, 15 Sv Road, St.Theresa'S Convent Schoolsantacruz(W)",400054,MH
0891,HMH0891,Columbia Hospital And Research Centre-Nagpur,Maharashtra,Nagpur,"Dr. N.B. Khare Marg, Dhantoli, Nagpur, Maharashtra",440012,MH
0892,HMH0892,Crescent India Medical Education Trust'S Inamdar Hospital,Maharashtra,Pune,"Survey, No:- 15, Fatimanagar, Pune",411040,MH
0893,HMH0893,Crescent Nursing Home & Iccu,Maharashtra,Nagpur,"Near Lokmat Square, Dhantoli,1St Lane,1St Lane, Nagpur-440012.",440012,MH
0894,HMH0894,Criticare Hospital For Children,Maharashtra,Nashik,"Citycentre,Opp Sindhi Colony,Jail Road",422101,MH
0895,HMH0895,Criticare Superspeciality Hospital,Maharashtra,Thane,"Between Hotel Royal Challenge & Cadbury Co.Ltd, E.E. Highway, Thane West.",400602,MH
0896,HMH0896,Crystal Eye Centre,Maharashtra,Mumbai,"101, Crystal Residency Dockyard Road, Mazagaon",400010,MH
0897,HMH0897,Cumballa Hill Hospital,Maharashtra,Mumbai,"93-95, August Kranti Marg",400038,MH
0898,HMH0898,Curie Manavata Cancer Centre,Maharashtra,Nashik,"Mumbai Naka,Opp Mahamarg Bus Stand",422004,MH
0899,HMH0899,D'Souza Hospital,Maharashtra,Mumbai,"Ramedi Dhowali Vasai, Thane-401201",401201,MH
0900,HMH0900,D.S.Kothari Hospital,Maharashtra,Mumbai,"Kamala Kutir, Kastirba Chowk,C.P.Tank",400004,MH
0901,HMH0901,Dada Laser Eye Institute,Maharashtra,Pune,"Chaudhari Plaza 1St Floor# 185, M.G. Road,Campchaudhari Plaza, Pune-411001.",411001,MH
0902,HMH0902,Dake Hospital,Maharashtra,Uran,"1St Floor, Suwellar Complex, Uran Karanja Road",400702,MH
0903,HMH0903,Darekar Hospital,Maharashtra,Pune,"Perne Phata,Poona Nagar Road,Tal Haveli",411007,MH
0904,HMH0904,Dashputra Hospital,Maharashtra,Nagpur,"358, Anandnager, Opp, Sankkara Police Station Nagpur-440009",440009,MH
0905,HMH0905,Datar Nursing Home,Maharashtra,Mumbai,"33/34, Morumal Mansion, Opp Bachani Nagar,Off Daftary Road, Malad East.",400097,MH
0906,HMH0906,Datt Maternity & Surgical Home,Maharashtra,Mumbai,"23, Jawahar Nagar 1Stfloor,S.V. Road",400062,MH
0907,HMH0907,Dattatreya Nursing Home,Maharashtra,Mumbai,"Opp Bhandhutva Chs, Datta Mandir Road,Near Vakola Bridge,Santacruz East",400055,MH
0908,HMH0908,Deendayal Memorial Hospital,Maharashtra,Pune,"# 926, .C. Road, Shivajinagar, Adjucent To Tukaram Pauka Chowk.",411004,MH
0909,HMH0909,Deep Nursing Home,Maharashtra,Thane,"Kalyan Road, Ashok Nagar, Bhiwandi, Thane.",421302,MH
0910,HMH0910,Deepak Hospital,Maharashtra,Mumbai,"Holy Complex,Near Sai Petrol Pump,Opp White House Hotel,Mira Bhayandar Mira Road East,Thane",401107,MH
0911,HMH0911,Deepjyoti Hospital Pvt Ltd,Maharashtra,Nashik,"Crown Complex,Sharanpur Road, Opp Rajiv Gandhi Bhavan",422002,MH
0912,HMH0912,Deodhar Eye Hospital,Maharashtra,Pune,"#39/25, Erandawane, Karve Rd,",411004,MH
0913,HMH0913,Deokate Hospital,Maharashtra,Baramati,Indapur Road,413102,MH
0914,HMH0914,Deshmukh Hospital,Maharashtra,Parbhani,"#17, Dr.Hedgewar Marg,Station Road,",431401,MH
0915,HMH0915,Deshpande Hospital,Maharashtra,Ahmednagar,"Anandi Bazar, Patwardhan Chowk,Anandi Bazar",414001,MH
0916,HMH0916,Deshpande Hospital,Maharashtra,Pune,"Parekh B Towers, Biaroba Nala, Fatimanagar",411013,MH
0917,HMH0917,Dev Nursing Home,Maharashtra,Mumbai,"Shilpa Appartment, Ist Floor, Shankar Ghanekar Marg, Off Gokhale Road S), Dadar W-400028Shankar Ghanekar Marg,",400028,MH
0918,HMH0918,Devadhar Nursing Home,Maharashtra,Pune,"S.No. 901, Near Tapovan Mandir,Pimpri.",411017,MH
0919,HMH0919,Dewang Nursing Home (P) Ltd,Maharashtra,Thane,"Bhaveshwar Market, 2Nd Floor,M.G. Road, Ghatkopar (E).",400077,MH
0920,HMH0920,Dhamdhere Hospital,Maharashtra,Pune,"Sanaswadi Poona Nagar Road,Talshirur",412208,MH
0921,HMH0921,Dhanshree Hospital,Maharashtra,Pune,"Gp-66, G Block, Midc,Chinchwad, Pune-411019.",411019,MH
0922,HMH0922,Dhanvantari Fracture Orthopaedic & Arthroscopy Cntre,Maharashtra,Kolhapur,"# 1717,B 7Th Lane, Rajaranpuri, 7Th Lane, Maharashtra",416008,MH
0923,HMH0923,Dhanvantari Hospital (P) Ltd.,Maharashtra,Badlapur,"Thakkar Palza, Kulgaon (E), Badlapur, Thane - 421503Badlapur, Thane - 421 503.",421503,MH
0924,HMH0924,Dhanvantri Children'S Hospital & Nicu,Maharashtra,Thane,2Nd Floor Mohan Heritage Building Opp Tmc Office Panchpakhadi,400602,MH
0925,HMH0925,Dhanwantari Hospital,Maharashtra,Pune,"Krishna Prasad Society Plot # 42, Rambaug Colony, Paud Road",411038,MH
0926,HMH0926,Dhanwantari Medical,Maharashtra,Pune,"Tilak Road, Pradhikaran, Maharashtra, Pune",411044,MH
0927,HMH0927,Dhanwantary Hospital & Iccu,Maharashtra,Mumbai,"545, Netaji Subhash Road, Mulund West, Mumbai",400080,MH
0928,HMH0928,Dharma Orthopedic Center,Maharashtra,Pune,"D Building Om Mahavir Society,Irani Market Yerwada",411006,MH
0929,HMH0929,Dhulabapu Kokare Memorial Hospital,Maharashtra,Pune,"Malavarchi Devi, Ring Road,Baramati",413102,MH
0930,HMH0930,Divine Multispeciality Hospital & Research Centre,Maharashtra,Navi Mumbai,"Plot No 21, Near Ekta Society, Sector 6, Ghansoli, Navi Mumbai-400701",400701,MH
0931,HMH0931,Divya Eye Clinic,Maharashtra,Pune,"F-2,Shakun Apts, Above Bank Of Maharashtra ,Sanghavinagar,Aunoh,Pune",411007,MH
0932,HMH0932,Doshi Nursing Home,Maharashtra,Mumbai,"Amrut Kunj, Near Rly Station, Mg Road, Ghatkopar East-400077",400077,MH
0933,HMH0933,Dr A.M Vaze,Maharashtra,Mumbai,Shivaji Park,400028,MH
0934,HMH0934,Dr Baliga Nursing Home,Maharashtra,Mumbai,"Paras, S.V.Road, Goregaon W-400062Mumbai-400062",400062,MH
0935,HMH0935,Dr Bandal Arogya Hospital,Maharashtra,Thane,"1St Floor, Golden Park, Opp.Navneet Motors, L.B.S. Marg, Thane West",400601,MH
0936,HMH0936,Dr D Y Patil Hospital & Research Centre,Maharashtra,Mumbai,"Sector-5,Nerul",400706,MH
0937,HMH0937,Dr Kandoi Ashirwad Hospitals,Maharashtra,Mumbai,Ganesh Ashish Apt Vadavli Section Ambernath(E),421501,MH
0938,HMH0938,Dr Rane Hospital (P) Ltd,Maharashtra,Mumbai,"37,Pestom Sagar, Chembur37, Pestom Sagar, Chembur",400089,MH
0939,HMH0939,Dr. Ajayan'S Multispeciality Hospital,Maharashtra,Mumbai,"Plot #6, Sector-9, Opposite Rf Naik School Ground, Koparkhairane",400709,MH
0940,HMH0940,Dr. Ashok Patil Clinic,Maharashtra,Sangli,"Kinikar Patil Estate, Vishrambag,Sangli",416415,MH
0941,HMH0941,Dr. Bedekars Hospital,Maharashtra,Thane,"Shiu-Shakti Anupade, Thane.",400602,MH
0942,HMH0942,Dr. Bothra'S Hospital,Maharashtra,Mumbai,"Ramkrishna Building,1St Floor, Gadav Naka, Bhandup West",400078,MH
0943,HMH0943,Dr. Deepak Hospital,Maharashtra,Ahmednagar,"Savedi Road, Ahmednagar",414003,MH
0944,HMH0944,Dr. Eye Hospital,Maharashtra,Mumbai,"1St Floor, Viral Apts,S V Road,S.V. Road,Anderi West, Mumbai.",400058,MH
0945,HMH0945,Dr. Gandhi'S Nursing Home Pvt Ltd,Maharashtra,Mumbai,"101/102/202, Mangamurti Chs, Off.Bole Road, Mumbai-400028",400028,MH
0946,HMH0946,Dr. Ithape Hospital,Maharashtra,Sangamner,"New Nagad Road, Sangamner,Ahmednagar, Pune-422605.",422605,MH
0947,HMH0947,Dr. Kannure Hospital & Iccu,Maharashtra,Mumbai,F-2 D-2 Sector-9Main Road Vashi,400703,MH
0948,HMH0948,Dr. Kulkarni Hospital,Maharashtra,Pune,"10A 11 Kalyan Peth,Junnar",410502,MH
0949,HMH0949,Dr. Manish Patankars Nath Hospital,Maharashtra,Mumbai,"101, A-Wing, Golden Havens Apartments, Kolbad Road, Khopat, Thana West-400601",400601,MH
0950,HOD0950,Add Hospital Pvt Ltd,Orissa,Cuttack,Junus Patna College Square,753003,OD
0951,HOD0951,Aditya Care Hospital,Orissa,Khurda,"329/1929(P),Chandrasekharpur,Khurdha",751014,OD
0952,HOD0952,Amit Hospital,Orissa,Berhamapur,"Canal Street, Near Radhakrishna & Kuthari Temples Street,Berhampur",760001,OD
0953,HOD0953,Annapurna Laparoscopic Surgery And Trauma Care Center,Orissa,Bhubaneswar,"Plot No-2764/4805, Nageswar Tangi, Old Town, Bhubaneswar, Khurdur, Orissa",751002,OD
0954,HOD0954,Apollo Hospitals Enterprise Ltd,Orissa,Khurda,"Plt # 251,Sainik School Road,",751005,OD
0955,HOD0955,Aruna Shakti Nursing Home,Orissa,Sambalpur,A.N. Guha Lane,768001,OD
0956,HOD0956,Ashirwad Nursing Home & Research Centre,Orissa,Sambalpur,Hospital Raod,768001,OD
0957,HOD0957,Ashwini Hospital(A Unit Of Cuttack Hospitals Pvt Ltd),Orissa,Cuttack,"Plot No.P3, Sector-1, Cda, Cuttack",753014,OD
0958,HOD0958,Ayush Hospitals & Trauma Care Pvt Ltd,Orissa,Bhubaneswar,"#13-14,Acharya Vihar Square,Acharya Vihar,Bhubaneswar",751022,OD
0959,HOD0959,Barsa Nursing Home,Orissa,Kendrapada,"By Pass Square, Pattamundai",754215,OD
0960,HOD0960,Behera Nursing Home,Orissa,Bargarh,"National Highway # 6, Bargarh, Infront Of R.T.O",768028,OD
0961,HOD0961,Bhagirathi Hospital,Orissa,Dhenkanal,"Hanuman Bazar,Kamakshyanagar",759018,OD
0962,HOD0962,Bhubaneswar Medical Research Institute & Nursing Home,Orissa,Bhubaneswar,"Plot #-1,Bda District Centre,Chandrasekharpur",751016,OD
0963,HOD0963,Cure-Well Nursing Home,Orissa,Jagatsinghapur,Town Hall Road,754103,OD
